r = 0.2,upperCap = 50
NodeID,X,Y,EdgeTo,Capacity
0,0.83,0.02,-,-
1,0.38,0.01,76,16
1,0.38,0.01,189,24
2,0.19,0.96,68,20
2,0.19,0.96,86,31
2,0.19,0.96,162,13
3,0.21,0.08,1,45
3,0.21,0.08,7,13
3,0.21,0.08,15,36
3,0.21,0.08,33,46
3,0.21,0.08,41,4
3,0.21,0.08,47,49
3,0.21,0.08,50,19
3,0.21,0.08,76,28
3,0.21,0.08,78,33
3,0.21,0.08,82,6
3,0.21,0.08,106,24
3,0.21,0.08,129,14
3,0.21,0.08,138,43
3,0.21,0.08,148,33
3,0.21,0.08,157,39
3,0.21,0.08,177,22
3,0.21,0.08,181,41
3,0.21,0.08,189,33
3,0.21,0.08,190,11
3,0.21,0.08,193,13
3,0.21,0.08,199,25
4,0.83,0.88,16,44
4,0.83,0.88,18,31
4,0.83,0.88,24,25
4,0.83,0.88,34,24
4,0.83,0.88,105,42
4,0.83,0.88,131,20
4,0.83,0.88,169,21
4,0.83,0.88,170,31
5,0.83,0.60,16,36
5,0.83,0.60,17,16
5,0.83,0.60,24,41
5,0.83,0.60,54,46
5,0.83,0.60,57,5
5,0.83,0.60,69,20
5,0.83,0.60,81,42
5,0.83,0.60,92,40
5,0.83,0.60,96,25
5,0.83,0.60,116,11
5,0.83,0.60,133,26
5,0.83,0.60,144,34
5,0.83,0.60,150,4
5,0.83,0.60,159,23
5,0.83,0.60,170,2
6,0.24,0.78,2,14
6,0.24,0.78,10,14
6,0.24,0.78,14,24
6,0.24,0.78,21,5
6,0.24,0.78,22,41
6,0.24,0.78,29,18
6,0.24,0.78,37,4
6,0.24,0.78,45,24
6,0.24,0.78,46,34
6,0.24,0.78,52,15
6,0.24,0.78,59,1
6,0.24,0.78,63,45
6,0.24,0.78,65,35
6,0.24,0.78,68,0
6,0.24,0.78,72,1
6,0.24,0.78,86,26
6,0.24,0.78,95,41
6,0.24,0.78,141,46
6,0.24,0.78,151,35
6,0.24,0.78,162,20
6,0.24,0.78,165,2
6,0.24,0.78,166,48
6,0.24,0.78,179,41
6,0.24,0.78,182,23
6,0.24,0.78,185,39
6,0.24,0.78,186,15
6,0.24,0.78,197,30
7,0.09,0.17,47,0
7,0.09,0.17,55,11
7,0.09,0.17,78,48
7,0.09,0.17,106,36
7,0.09,0.17,128,12
7,0.09,0.17,129,2
7,0.09,0.17,148,6
7,0.09,0.17,152,45
7,0.09,0.17,177,24
7,0.09,0.17,190,45
7,0.09,0.17,193,3
7,0.09,0.17,199,45
8,0.57,0.72,10,14
8,0.57,0.72,26,20
8,0.57,0.72,27,7
8,0.57,0.72,31,32
8,0.57,0.72,36,32
8,0.57,0.72,44,34
8,0.57,0.72,45,9
8,0.57,0.72,46,44
8,0.57,0.72,72,20
8,0.57,0.72,73,9
8,0.57,0.72,96,32
8,0.57,0.72,110,11
8,0.57,0.72,120,48
8,0.57,0.72,123,27
8,0.57,0.72,124,43
8,0.57,0.72,126,21
8,0.57,0.72,153,3
8,0.57,0.72,171,6
8,0.57,0.72,174,35
9,0.94,0.74,4,18
9,0.94,0.74,5,37
9,0.94,0.74,16,46
9,0.94,0.74,18,10
9,0.94,0.74,24,25
9,0.94,0.74,34,36
9,0.94,0.74,57,17
9,0.94,0.74,69,48
9,0.94,0.74,116,12
9,0.94,0.74,127,8
9,0.94,0.74,131,10
9,0.94,0.74,133,41
9,0.94,0.74,150,3
9,0.94,0.74,170,38
10,0.40,0.70,45,29
10,0.40,0.70,77,42
10,0.40,0.70,124,33
10,0.40,0.70,168,15
10,0.40,0.70,171,44
11,0.11,0.54,58,26
11,0.11,0.54,103,3
11,0.11,0.54,139,18
12,0.98,0.12,0,41
12,0.98,0.12,167,9
13,0.39,0.17,1,49
13,0.39,0.17,15,31
13,0.39,0.17,19,32
13,0.39,0.17,33,7
13,0.39,0.17,38,35
13,0.39,0.17,41,6
13,0.39,0.17,48,10
13,0.39,0.17,50,23
13,0.39,0.17,71,13
13,0.39,0.17,76,39
13,0.39,0.17,82,27
13,0.39,0.17,100,13
13,0.39,0.17,121,12
13,0.39,0.17,145,28
13,0.39,0.17,149,24
13,0.39,0.17,157,14
13,0.39,0.17,158,35
13,0.39,0.17,160,40
13,0.39,0.17,180,49
13,0.39,0.17,181,11
13,0.39,0.17,189,18
13,0.39,0.17,190,1
13,0.39,0.17,191,42
14,0.31,0.91,2,46
14,0.31,0.91,23,21
14,0.31,0.91,29,42
14,0.31,0.91,36,2
14,0.31,0.91,46,5
14,0.31,0.91,68,11
14,0.31,0.91,72,39
14,0.31,0.91,84,6
14,0.31,0.91,86,25
14,0.31,0.91,88,33
14,0.31,0.91,141,21
14,0.31,0.91,162,35
14,0.31,0.91,171,48
14,0.31,0.91,182,26
14,0.31,0.91,185,32
14,0.31,0.91,186,29
15,0.31,0.02,1,25
15,0.31,0.02,33,11
15,0.31,0.02,48,32
15,0.31,0.02,76,34
15,0.31,0.02,78,8
15,0.31,0.02,82,18
15,0.31,0.02,157,47
15,0.31,0.02,189,36
15,0.31,0.02,190,39
15,0.31,0.02,193,8
16,0.92,0.73,-,-
17,0.87,0.52,54,18
17,0.87,0.52,57,11
17,0.87,0.52,69,7
17,0.87,0.52,87,7
17,0.87,0.52,92,18
17,0.87,0.52,96,19
17,0.87,0.52,109,27
17,0.87,0.52,116,24
17,0.87,0.52,144,7
17,0.87,0.52,150,0
18,0.93,0.80,16,28
18,0.93,0.80,150,37
18,0.93,0.80,169,46
18,0.93,0.80,170,26
19,0.33,0.25,76,31
19,0.33,0.25,134,26
19,0.33,0.25,160,40
20,0.09,0.16,3,15
20,0.09,0.16,7,36
20,0.09,0.16,41,19
20,0.09,0.16,47,45
20,0.09,0.16,55,1
20,0.09,0.16,61,18
20,0.09,0.16,66,22
20,0.09,0.16,78,6
20,0.09,0.16,94,7
20,0.09,0.16,106,36
20,0.09,0.16,128,0
20,0.09,0.16,129,46
20,0.09,0.16,138,38
20,0.09,0.16,148,40
20,0.09,0.16,152,36
20,0.09,0.16,177,17
