r = 0.2,upperCap = 50
NodeID,X,Y,EdgeTo,Capacity
0,0.63,0.81,30,30
0,0.63,0.81,62,18
1,0.39,0.70,17,2
1,0.39,0.70,30,17
1,0.39,0.70,32,45
2,0.18,0.86,3,9
2,0.18,0.86,17,42
2,0.18,0.86,32,31
2,0.18,0.86,78,17
2,0.18,0.86,79,34
3,0.05,0.95,-,-
4,0.65,0.26,25,36
4,0.65,0.26,51,23
5,0.72,0.32,4,13
5,0.72,0.32,22,18
5,0.72,0.32,38,36
5,0.72,0.32,51,15
5,0.72,0.32,59,34
5,0.72,0.32,86,13
5,0.72,0.32,89,9
6,0.17,0.32,7,22
6,0.17,0.32,13,18
6,0.17,0.32,41,38
7,0.36,0.35,10,42
7,0.36,0.35,13,44
7,0.36,0.35,56,32
7,0.36,0.35,66,16
8,0.95,0.23,22,13
8,0.95,0.23,28,23
8,0.95,0.23,35,4
8,0.95,0.23,48,27
8,0.95,0.23,58,37
8,0.95,0.23,82,19
8,0.95,0.23,89,41
9,0.61,0.91,0,1
9,0.61,0.91,30,28
9,0.61,0.91,62,44
9,0.61,0.91,95,48
10,0.42,0.21,13,43
10,0.42,0.21,56,41
10,0.42,0.21,66,49
11,0.67,0.87,0,38
11,0.67,0.87,9,25
11,0.67,0.87,30,39
11,0.67,0.87,62,10
11,0.67,0.87,64,13
11,0.67,0.87,92,9
11,0.67,0.87,95,11
11,0.67,0.87,97,9
12,0.25,0.86,2,49
12,0.25,0.86,17,8
12,0.25,0.86,29,7
12,0.25,0.86,31,46
12,0.25,0.86,32,45
12,0.25,0.86,72,19
12,0.25,0.86,75,8
12,0.25,0.86,78,4
12,0.25,0.86,79,17
12,0.25,0.86,94,20
13,0.26,0.24,56,25
13,0.26,0.24,66,30
14,0.60,0.67,0,39
14,0.60,0.67,65,14
15,0.76,0.55,14,4
15,0.76,0.55,16,3
15,0.76,0.55,27,42
15,0.76,0.55,38,0
15,0.76,0.55,65,45
15,0.76,0.55,68,3
16,0.65,0.53,14,31
16,0.65,0.53,26,45
16,0.65,0.53,38,23
16,0.65,0.53,61,23
16,0.65,0.53,65,13
17,0.34,0.84,30,8
17,0.34,0.84,31,10
18,0.66,0.63,0,9
18,0.66,0.63,14,22
18,0.66,0.63,15,37
18,0.66,0.63,16,10
18,0.66,0.63,21,27
18,0.66,0.63,27,22
18,0.66,0.63,61,26
18,0.66,0.63,65,40
18,0.66,0.63,92,1
18,0.66,0.63,97,37
19,0.19,0.04,20,2
19,0.19,0.04,50,21
20,0.32,0.05,10,6
20,0.32,0.05,13,26
20,0.32,0.05,56,5
20,0.32,0.05,91,8
21,0.47,0.65,1,46
21,0.47,0.65,14,21
21,0.47,0.65,30,43
21,0.47,0.65,61,31
21,0.47,0.65,97,4
22,0.79,0.23,4,21
22,0.79,0.23,48,20
22,0.79,0.23,51,21
23,0.05,0.62,29,28
23,0.05,0.62,60,18
23,0.05,0.62,63,3
23,0.05,0.62,69,0
23,0.05,0.62,79,7
23,0.05,0.62,94,11
24,0.78,0.19,4,36
24,0.78,0.19,5,29
24,0.78,0.19,8,8
24,0.78,0.19,22,1
24,0.78,0.19,28,31
24,0.78,0.19,35,10
24,0.78,0.19,51,46
24,0.78,0.19,76,47
24,0.78,0.19,82,49
24,0.78,0.19,84,2
24,0.78,0.19,89,26
25,0.49,0.20,7,25
25,0.49,0.20,10,14
25,0.49,0.20,51,44
25,0.49,0.20,56,21
25,0.49,0.20,66,38
26,0.55,0.45,-,-
27,0.82,0.64,65,3
28,0.91,0.22,22,17
28,0.91,0.22,35,44
28,0.91,0.22,48,2
28,0.91,0.22,58,3
28,0.91,0.22,82,7
28,0.91,0.22,89,1
29,0.18,0.71,2,47
29,0.18,0.71,60,40
29,0.18,0.71,72,42
29,0.18,0.71,75,0
29,0.18,0.71,79,41
29,0.18,0.71,94,18
30,0.49,0.84,31,12
31,0.37,0.94,-,-
32,0.37,0.88,17,44
32,0.37,0.88,30,10
32,0.37,0.88,31,30
33,0.63,0.83,0,26
33,0.63,0.83,9,19
33,0.63,0.83,11,48
33,0.63,0.83,14,2
33,0.63,0.83,30,39
33,0.63,0.83,62,6
33,0.63,0.83,64,13
33,0.63,0.83,92,49
33,0.63,0.83,95,6
33,0.63,0.83,97,8
33,0.63,0.83,98,16
34,0.92,0.78,27,49
34,0.92,0.78,36,11
34,0.92,0.78,39,21
34,0.92,0.78,40,7
34,0.92,0.78,68,49
34,0.92,0.78,87,5
34,0.92,0.78,92,24
34,0.92,0.78,93,25
35,0.95,0.16,22,37
35,0.95,0.16,82,34
36,0.94,0.70,27,21
36,0.94,0.70,39,39
36,0.94,0.70,68,17
36,0.94,0.70,87,3
36,0.94,0.70,93,22
37,0.44,0.98,9,31
37,0.44,0.98,17,13
37,0.44,0.98,30,19
37,0.44,0.98,31,1
37,0.44,0.98,32,3
37,0.44,0.98,55,35
37,0.44,0.98,64,48
37,0.44,0.98,78,43
38,0.64,0.40,4,29
38,0.64,0.40,26,36
38,0.64,0.40,61,13
38,0.64,0.40,65,7
39,0.91,0.88,62,35
39,0.91,0.88,93,46
40,0.85,0.96,39,13
40,0.85,0.96,62,45
40,0.85,0.96,93,40
41,0.25,0.42,7,5
41,0.25,0.42,13,9
41,0.25,0.42,63,19
41,0.25,0.42,67,32
42,0.67,0.56,14,11
42,0.67,0.56,15,13
42,0.67,0.56,16,12
42,0.67,0.56,18,47
42,0.67,0.56,26,31
42,0.67,0.56,27,21
42,0.67,0.56,38,11
42,0.67,0.56,59,10
42,0.67,0.56,61,30
42,0.67,0.56,65,43
42,0.67,0.56,70,34
43,0.62,0.01,49,43
43,0.62,0.01,51,35
43,0.62,0.01,54,13
44,0.36,0.36,6,34
44,0.36,0.36,7,40
44,0.36,0.36,10,31
44,0.36,0.36,13,30
44,0.36,0.36,41,5
44,0.36,0.36,56,25
44,0.36,0.36,66,20
44,0.36,0.36,67,13
44,0.36,0.36,74,31
45,0.52,0.55,1,25
45,0.52,0.55,14,32
45,0.52,0.55,16,30
45,0.52,0.55,18,48
45,0.52,0.55,21,40
45,0.52,0.55,26,42
45,0.52,0.55,38,24
45,0.52,0.55,42,15
45,0.52,0.55,61,41
45,0.52,0.55,67,49
45,0.52,0.55,70,32
45,0.52,0.55,81,38
45,0.52,0.55,97,45
46,0.50,0.03,10,45
46,0.50,0.03,20,23
46,0.50,0.03,25,5
46,0.50,0.03,43,4
46,0.50,0.03,49,39
46,0.50,0.03,51,6
46,0.50,0.03,54,40
46,0.50,0.03,56,14
46,0.50,0.03,91,38
47,0.54,0.91,0,45
47,0.54,0.91,9,43
47,0.54,0.91,11,34
47,0.54,0.91,30,42
47,0.54,0.91,31,17
47,0.54,0.91,32,44
47,0.54,0.91,33,31
47,0.54,0.91,37,18
47,0.54,0.91,55,42
47,0.54,0.91,64,15
47,0.54,0.91,78,32
47,0.54,0.91,83,20
47,0.54,0.91,95,30
47,0.54,0.91,97,28
48,0.93,0.36,-,-
49,0.47,0.12,10,37
49,0.47,0.12,20,14
49,0.47,0.12,25,21
49,0.47,0.12,51,27
49,0.47,0.12,54,36
49,0.47,0.12,56,39
49,0.47,0.12,66,8
49,0.47,0.12,86,22
49,0.47,0.12,91,31
50,0.21,0.07,13,20
50,0.21,0.07,20,10
50,0.21,0.07,91,30
51,0.62,0.16,-,-
52,0.89,0.81,27,13
52,0.89,0.81,34,18
52,0.89,0.81,36,48
52,0.89,0.81,39,6
52,0.89,0.81,40,16
52,0.89,0.81,62,15
52,0.89,0.81,87,9
52,0.89,0.81,92,22
52,0.89,0.81,93,19
52,0.89,0.81,98,15
53,0.56,0.24,4,47
53,0.56,0.24,5,28
53,0.56,0.24,10,34
53,0.56,0.24,25,26
53,0.56,0.24,38,49
53,0.56,0.24,49,1
53,0.56,0.24,51,15
53,0.56,0.24,56,39
53,0.56,0.24,66,35
53,0.56,0.24,74,43
53,0.56,0.24,86,15
54,0.55,0.00,51,35
55,0.45,0.94,9,26
55,0.45,0.94,17,48
55,0.45,0.94,30,19
55,0.45,0.94,31,26
55,0.45,0.94,32,33
55,0.45,0.94,64,18
55,0.45,0.94,95,10
56,0.42,0.20,-,-
57,0.88,0.50,15,33
57,0.88,0.50,27,22
57,0.88,0.50,48,48
57,0.88,0.50,58,3
57,0.88,0.50,65,5
57,0.88,0.50,68,13
57,0.88,0.50,96,28
58,0.95,0.37,48,30
59,0.71,0.39,4,39
59,0.71,0.39,15,18
59,0.71,0.39,16,10
59,0.71,0.39,22,18
59,0.71,0.39,26,48
59,0.71,0.39,38,43
59,0.71,0.39,61,47
59,0.71,0.39,65,43
59,0.71,0.39,89,22
60,0.08,0.70,2,15
60,0.08,0.70,63,47
60,0.08,0.70,69,28
60,0.08,0.70,75,32
60,0.08,0.70,79,35
60,0.08,0.70,94,39
61,0.55,0.51,14,22
61,0.55,0.51,26,5
61,0.55,0.51,65,9
61,0.55,0.51,67,16
62,0.75,0.92,-,-
63,0.08,0.51,-,-
64,0.53,0.86,0,44
64,0.53,0.86,9,0
64,0.53,0.86,17,25
64,0.53,0.86,30,13
64,0.53,0.86,31,12
64,0.53,0.86,32,10
64,0.53,0.86,95,15
65,0.74,0.57,-,-
66,0.44,0.30,26,31
66,0.44,0.30,56,14
67,0.43,0.44,7,40
67,0.43,0.44,26,11
67,0.43,0.44,66,16
68,0.91,0.61,27,45
68,0.91,0.61,65,21
68,0.91,0.61,96,31
69,0.03,0.55,63,37
70,0.56,0.54,14,0
70,0.56,0.54,16,13
70,0.56,0.54,18,20
70,0.56,0.54,21,40
70,0.56,0.54,26,27
70,0.56,0.54,38,47
70,0.56,0.54,61,47
70,0.56,0.54,65,34
70,0.56,0.54,67,7
71,0.02,0.16,-,-
72,0.06,0.87,2,48
72,0.06,0.87,3,15
72,0.06,0.87,60,41
72,0.06,0.87,75,10
72,0.06,0.87,77,34
72,0.06,0.87,94,34
73,0.28,1.00,2,11
73,0.28,1.00,12,43
73,0.28,1.00,17,35
73,0.28,1.00,31,20
73,0.28,1.00,32,9
73,0.28,1.00,37,5
73,0.28,1.00,55,18
73,0.28,1.00,78,28
73,0.28,1.00,88,34
74,0.48,0.35,4,27
74,0.48,0.35,7,16
74,0.48,0.35,10,46
74,0.48,0.35,25,40
74,0.48,0.35,26,4
74,0.48,0.35,38,29
74,0.48,0.35,56,34
74,0.48,0.35,61,28
74,0.48,0.35,66,3
74,0.48,0.35,67,34
75,0.13,0.85,2,44
75,0.13,0.85,3,15
75,0.13,0.85,77,24
75,0.13,0.85,79,26
75,0.13,0.85,94,29
76,0.70,0.05,43,26
76,0.70,0.05,51,4
76,0.70,0.05,54,23
76,0.70,0.05,82,29
76,0.70,0.05,84,35
76,0.70,0.05,89,38
77,0.05,0.99,2,46
77,0.05,0.99,3,44
78,0.35,0.94,17,42
78,0.35,0.94,30,45
78,0.35,0.94,31,3
78,0.35,0.94,32,20
78,0.35,0.94,55,21
78,0.35,0.94,64,29
79,0.19,0.71,17,42
80,0.07,0.11,19,25
80,0.07,0.11,50,7
80,0.07,0.11,71,32
81,0.46,0.46,7,45
81,0.46,0.46,21,31
81,0.46,0.46,26,43
81,0.46,0.46,38,6
81,0.46,0.46,44,48
81,0.46,0.46,61,33
81,0.46,0.46,66,47
81,0.46,0.46,67,26
81,0.46,0.46,70,13
81,0.46,0.46,74,16
82,0.84,0.07,22,18
83,0.50,0.72,0,29
83,0.50,0.72,1,34
83,0.50,0.72,14,22
83,0.50,0.72,17,49
83,0.50,0.72,18,26
83,0.50,0.72,21,12
83,0.50,0.72,30,43
83,0.50,0.72,33,5
83,0.50,0.72,45,41
83,0.50,0.72,64,29
83,0.50,0.72,70,9
83,0.50,0.72,95,14
83,0.50,0.72,97,9
84,0.70,0.04,43,15
84,0.70,0.04,51,30
84,0.70,0.04,54,45
84,0.70,0.04,82,47
84,0.70,0.04,89,32
85,0.87,0.81,27,32
85,0.87,0.81,34,28
85,0.87,0.81,36,37
85,0.87,0.81,39,35
85,0.87,0.81,40,47
85,0.87,0.81,52,29
85,0.87,0.81,62,42
85,0.87,0.81,87,39
85,0.87,0.81,92,9
85,0.87,0.81,93,37
85,0.87,0.81,98,36
86,0.55,0.25,4,33
86,0.55,0.25,10,18
86,0.55,0.25,25,17
86,0.55,0.25,26,36
86,0.55,0.25,38,44
86,0.55,0.25,51,36
86,0.55,0.25,56,35
86,0.55,0.25,66,21
86,0.55,0.25,74,15
87,0.95,0.74,27,0
87,0.95,0.74,39,16
87,0.95,0.74,68,46
87,0.95,0.74,92,25
87,0.95,0.74,93,23
88,0.44,0.90,9,36
88,0.44,0.90,12,9
88,0.44,0.90,17,6
88,0.44,0.90,30,35
88,0.44,0.90,31,19
88,0.44,0.90,32,5
88,0.44,0.90,37,25
88,0.44,0.90,47,10
88,0.44,0.90,55,19
88,0.44,0.90,64,42
88,0.44,0.90,78,19
88,0.44,0.90,83,27
88,0.44,0.90,95,47
88,0.44,0.90,97,43
89,0.78,0.22,4,47
89,0.78,0.22,22,47
89,0.78,0.22,35,37
89,0.78,0.22,51,5
89,0.78,0.22,82,9
90,0.07,0.46,6,42
90,0.07,0.46,23,6
90,0.07,0.46,41,41
90,0.07,0.46,63,14
90,0.07,0.46,69,22
91,0.39,0.03,10,37
91,0.39,0.03,25,25
91,0.39,0.03,54,39
91,0.39,0.03,56,26
92,0.76,0.80,0,9
92,0.76,0.80,9,10
92,0.76,0.80,27,44
92,0.76,0.80,39,39
92,0.76,0.80,40,14
92,0.76,0.80,62,11
92,0.76,0.80,93,15
92,0.76,0.80,95,42
93,0.95,0.84,-,-
94,0.19,0.76,2,40
94,0.19,0.76,17,13
94,0.19,0.76,79,31
95,0.62,0.87,0,0
95,0.62,0.87,30,31
95,0.62,0.87,62,11
96,0.94,0.43,48,21
96,0.94,0.43,58,45
97,0.52,0.75,0,23
97,0.52,0.75,1,36
97,0.52,0.75,9,22
97,0.52,0.75,14,36
97,0.52,0.75,30,31
97,0.52,0.75,32,21
97,0.52,0.75,64,2
97,0.52,0.75,95,41
98,0.79,0.76,0,8
98,0.79,0.76,11,27
98,0.79,0.76,18,13
98,0.79,0.76,27,9
98,0.79,0.76,34,13
98,0.79,0.76,36,14
98,0.79,0.76,39,36
98,0.79,0.76,62,4
98,0.79,0.76,65,9
98,0.79,0.76,68,33
98,0.79,0.76,87,9
