r = 0.3,upperCap = 50
NodeID,X,Y,EdgeTo,Capacity
0,0.75,0.60,1,4
0,0.75,0.60,3,27
0,0.75,0.60,5,18
0,0.75,0.60,10,1
0,0.75,0.60,14,22
0,0.75,0.60,18,44
0,0.75,0.60,39,15
0,0.75,0.60,47,34
0,0.75,0.60,49,45
0,0.75,0.60,50,37
0,0.75,0.60,53,43
0,0.75,0.60,57,41
0,0.75,0.60,63,38
0,0.75,0.60,69,42
0,0.75,0.60,83,9
0,0.75,0.60,85,11
0,0.75,0.60,90,9
0,0.75,0.60,104,31
0,0.75,0.60,106,19
0,0.75,0.60,119,19
0,0.75,0.60,133,35
0,0.75,0.60,135,32
0,0.75,0.60,136,5
0,0.75,0.60,139,18
0,0.75,0.60,144,15
0,0.75,0.60,151,16
0,0.75,0.60,155,20
0,0.75,0.60,159,12
0,0.75,0.60,171,27
0,0.75,0.60,175,43
0,0.75,0.60,176,44
0,0.75,0.60,190,47
0,0.75,0.60,193,2
0,0.75,0.60,196,10
1,0.87,0.33,3,14
1,0.87,0.33,14,40
1,0.87,0.33,24,49
1,0.87,0.33,28,42
1,0.87,0.33,39,26
1,0.87,0.33,47,10
1,0.87,0.33,49,36
1,0.87,0.33,53,26
1,0.87,0.33,66,14
1,0.87,0.33,75,14
1,0.87,0.33,85,20
1,0.87,0.33,91,38
1,0.87,0.33,95,47
1,0.87,0.33,104,37
1,0.87,0.33,106,6
1,0.87,0.33,111,21
1,0.87,0.33,120,1
1,0.87,0.33,136,23
1,0.87,0.33,140,42
1,0.87,0.33,144,26
1,0.87,0.33,151,25
1,0.87,0.33,175,48
1,0.87,0.33,190,22
1,0.87,0.33,194,41
1,0.87,0.33,196,25
1,0.87,0.33,198,25
2,0.45,0.80,4,47
2,0.45,0.80,5,1
2,0.45,0.80,10,45
2,0.45,0.80,13,5
2,0.45,0.80,18,40
2,0.45,0.80,19,28
2,0.45,0.80,30,46
2,0.45,0.80,55,9
2,0.45,0.80,63,9
2,0.45,0.80,65,39
2,0.45,0.80,68,10
2,0.45,0.80,69,28
2,0.45,0.80,79,25
2,0.45,0.80,80,31
2,0.45,0.80,83,1
2,0.45,0.80,84,41
2,0.45,0.80,102,46
2,0.45,0.80,115,7
2,0.45,0.80,116,11
2,0.45,0.80,119,30
2,0.45,0.80,124,0
2,0.45,0.80,132,23
2,0.45,0.80,133,1
2,0.45,0.80,139,2
2,0.45,0.80,147,32
2,0.45,0.80,155,10
2,0.45,0.80,159,32
2,0.45,0.80,161,27
2,0.45,0.80,166,45
2,0.45,0.80,171,2
2,0.45,0.80,193,27
3,0.83,0.43,14,9
3,0.83,0.43,24,16
3,0.83,0.43,39,14
3,0.83,0.43,47,42
3,0.83,0.43,49,17
3,0.83,0.43,50,47
3,0.83,0.43,53,42
3,0.83,0.43,85,47
3,0.83,0.43,95,11
3,0.83,0.43,101,18
3,0.83,0.43,104,14
3,0.83,0.43,106,6
3,0.83,0.43,120,21
3,0.83,0.43,133,25
3,0.83,0.43,135,27
3,0.83,0.43,136,0
3,0.83,0.43,139,29
3,0.83,0.43,144,15
3,0.83,0.43,151,15
3,0.83,0.43,175,7
3,0.83,0.43,190,19
3,0.83,0.43,193,47
3,0.83,0.43,196,9
4,0.26,0.84,6,34
4,0.26,0.84,8,41
4,0.26,0.84,13,32
4,0.26,0.84,17,26
4,0.26,0.84,19,5
4,0.26,0.84,20,13
4,0.26,0.84,30,38
4,0.26,0.84,41,20
4,0.26,0.84,55,10
4,0.26,0.84,65,6
4,0.26,0.84,68,43
4,0.26,0.84,80,37
4,0.26,0.84,84,20
4,0.26,0.84,89,2
4,0.26,0.84,97,19
4,0.26,0.84,114,27
4,0.26,0.84,115,16
4,0.26,0.84,124,0
4,0.26,0.84,132,36
4,0.26,0.84,137,9
4,0.26,0.84,138,49
4,0.26,0.84,146,7
4,0.26,0.84,147,14
4,0.26,0.84,166,19
4,0.26,0.84,170,43
4,0.26,0.84,181,48
4,0.26,0.84,187,39
5,0.74,0.80,139,44
6,0.07,1.00,17,29
6,0.07,1.00,30,47
6,0.07,1.00,41,20
6,0.07,1.00,55,13
6,0.07,1.00,84,20
6,0.07,1.00,89,8
6,0.07,1.00,97,27
6,0.07,1.00,114,12
6,0.07,1.00,132,9
6,0.07,1.00,138,46
6,0.07,1.00,170,49
6,0.07,1.00,187,16
7,0.04,0.29,27,6
7,0.04,0.29,62,36
8,0.15,0.62,13,6
8,0.15,0.62,15,29
8,0.15,0.62,26,35
8,0.15,0.62,62,28
8,0.15,0.62,65,17
8,0.15,0.62,70,23
8,0.15,0.62,97,35
8,0.15,0.62,107,24
8,0.15,0.62,114,6
8,0.15,0.62,124,11
8,0.15,0.62,146,4
8,0.15,0.62,147,1
8,0.15,0.62,154,9
8,0.15,0.62,166,36
8,0.15,0.62,172,42
8,0.15,0.62,186,38
8,0.15,0.62,187,2
9,0.19,0.34,7,35
9,0.19,0.34,8,13
9,0.19,0.34,11,49
9,0.19,0.34,15,24
9,0.19,0.34,22,40
9,0.19,0.34,25,16
9,0.19,0.34,26,10
9,0.19,0.34,27,44
9,0.19,0.34,34,12
9,0.19,0.34,35,18
9,0.19,0.34,36,17
9,0.19,0.34,62,42
9,0.19,0.34,67,0
9,0.19,0.34,70,22
9,0.19,0.34,72,43
9,0.19,0.34,73,49
9,0.19,0.34,82,6
9,0.19,0.34,96,22
9,0.19,0.34,98,20
9,0.19,0.34,107,14
9,0.19,0.34,121,21
9,0.19,0.34,126,43
9,0.19,0.34,127,1
9,0.19,0.34,141,14
9,0.19,0.34,154,9
9,0.19,0.34,156,25
9,0.19,0.34,172,23
9,0.19,0.34,180,7
9,0.19,0.34,181,39
9,0.19,0.34,186,38
9,0.19,0.34,191,31
9,0.19,0.34,199,21
10,0.69,0.72,5,40
10,0.69,0.72,13,38
10,0.69,0.72,18,7
10,0.69,0.72,50,42
10,0.69,0.72,57,15
10,0.69,0.72,63,15
10,0.69,0.72,64,9
10,0.69,0.72,83,47
10,0.69,0.72,90,15
10,0.69,0.72,104,12
10,0.69,0.72,115,1
10,0.69,0.72,119,32
10,0.69,0.72,129,12
10,0.69,0.72,133,31
10,0.69,0.72,135,0
10,0.69,0.72,136,6
10,0.69,0.72,139,17
10,0.69,0.72,163,0
10,0.69,0.72,176,49
10,0.69,0.72,196,47
11,0.42,0.16,21,40
