r = 0.3,upperCap = 50
NodeID,X,Y,EdgeTo,Capacity
0,0.74,0.66,10,16
0,0.74,0.66,21,25
0,0.74,0.66,52,34
1,0.24,0.10,32,16
1,0.24,0.10,40,35
1,0.24,0.10,57,21
1,0.24,0.10,66,19
1,0.24,0.10,67,3
1,0.24,0.10,80,3
1,0.24,0.10,83,19
1,0.24,0.10,90,12
1,0.24,0.10,96,32
2,0.62,0.47,0,32
2,0.62,0.47,3,3
2,0.62,0.47,7,2
2,0.62,0.47,10,12
2,0.62,0.47,12,35
2,0.62,0.47,13,45
2,0.62,0.47,18,27
2,0.62,0.47,22,6
2,0.62,0.47,26,30
2,0.62,0.47,29,10
2,0.62,0.47,43,45
2,0.62,0.47,48,23
2,0.62,0.47,50,34
2,0.62,0.47,51,25
2,0.62,0.47,52,27
2,0.62,0.47,66,1
2,0.62,0.47,85,35
2,0.62,0.47,91,1
2,0.62,0.47,93,22
2,0.62,0.47,98,19
3,0.51,0.64,0,26
3,0.51,0.64,22,1
3,0.51,0.64,25,18
3,0.51,0.64,52,6
3,0.51,0.64,68,7
3,0.51,0.64,76,22
4,0.08,0.36,32,1
4,0.08,0.36,40,38
4,0.08,0.36,72,19
5,0.27,0.34,1,41
5,0.27,0.34,4,38
5,0.27,0.34,11,37
5,0.27,0.34,15,17
5,0.27,0.34,22,46
5,0.27,0.34,30,39
5,0.27,0.34,32,15
5,0.27,0.34,35,42
5,0.27,0.34,40,11
5,0.27,0.34,44,32
5,0.27,0.34,46,15
5,0.27,0.34,53,22
5,0.27,0.34,58,44
5,0.27,0.34,66,6
5,0.27,0.34,68,38
5,0.27,0.34,69,33
5,0.27,0.34,80,6
5,0.27,0.34,90,45
5,0.27,0.34,92,30
5,0.27,0.34,93,38
5,0.27,0.34,96,17
6,0.14,0.91,65,16
7,0.63,0.38,3,3
7,0.63,0.38,10,24
7,0.63,0.38,12,46
7,0.63,0.38,22,23
7,0.63,0.38,26,18
7,0.63,0.38,29,12
7,0.63,0.38,48,16
7,0.63,0.38,51,15
7,0.63,0.38,52,49
7,0.63,0.38,59,39
7,0.63,0.38,66,22
7,0.63,0.38,83,7
7,0.63,0.38,85,40
7,0.63,0.38,89,6
7,0.63,0.38,92,4
7,0.63,0.38,96,31
8,0.81,0.88,0,13
8,0.81,0.88,21,21
8,0.81,0.88,27,30
8,0.81,0.88,61,27
8,0.81,0.88,75,7
8,0.81,0.88,76,11
9,0.21,0.92,6,49
9,0.21,0.92,14,25
9,0.21,0.92,25,33
9,0.21,0.92,45,1
9,0.21,0.92,47,39
9,0.21,0.92,56,21
9,0.21,0.92,65,47
9,0.21,0.92,77,47
9,0.21,0.92,86,1
9,0.21,0.92,87,4
9,0.21,0.92,88,39
9,0.21,0.92,95,29
10,0.89,0.47,-,-
11,0.02,0.37,4,2
11,0.02,0.37,15,47
11,0.02,0.37,32,1
11,0.02,0.37,35,18
11,0.02,0.37,40,30
11,0.02,0.37,44,27
11,0.02,0.37,57,34
11,0.02,0.37,72,47
11,0.02,0.37,90,48
12,0.66,0.48,0,33
12,0.66,0.48,3,13
12,0.66,0.48,10,38
12,0.66,0.48,22,26
12,0.66,0.48,26,44
12,0.66,0.48,51,2
12,0.66,0.48,52,18
12,0.66,0.48,81,22
12,0.66,0.48,85,37
12,0.66,0.48,91,15
12,0.66,0.48,94,13
13,0.90,0.42,0,22
13,0.90,0.42,7,48
13,0.90,0.42,10,10
13,0.90,0.42,12,17
13,0.90,0.42,26,27
13,0.90,0.42,29,13
13,0.90,0.42,43,38
13,0.90,0.42,51,6
13,0.90,0.42,64,34
13,0.90,0.42,73,19
13,0.90,0.42,81,2
13,0.90,0.42,85,40
13,0.90,0.42,89,32
13,0.90,0.42,94,46
14,0.17,0.85,6,33
14,0.17,0.85,65,17
14,0.17,0.85,72,15
15,0.30,0.27,1,32
15,0.30,0.27,4,35
15,0.30,0.27,22,27
15,0.30,0.27,32,3
15,0.30,0.27,40,40
15,0.30,0.27,44,12
15,0.30,0.27,66,41
15,0.30,0.27,67,29
15,0.30,0.27,80,6
15,0.30,0.27,83,43
15,0.30,0.27,90,25
15,0.30,0.27,92,43
15,0.30,0.27,96,13
16,0.83,0.19,7,17
16,0.83,0.19,10,45
16,0.83,0.19,13,14
16,0.83,0.19,18,14
16,0.83,0.19,26,30
16,0.83,0.19,41,3
16,0.83,0.19,49,20
16,0.83,0.19,50,47
16,0.83,0.19,51,13
16,0.83,0.19,59,16
16,0.83,0.19,64,46
16,0.83,0.19,73,22
16,0.83,0.19,74,25
16,0.83,0.19,85,37
16,0.83,0.19,89,24
