r = 0.3,upperCap = 2
NodeID,X,Y,EdgeTo,Capacity
0,0.02,0.98,36,1
1,0.99,0.44,38,1
1,0.99,0.44,52,0
1,0.99,0.44,57,1
1,0.99,0.44,68,1
1,0.99,0.44,78,0
1,0.99,0.44,89,1
1,0.99,0.44,94,0
2,0.64,0.95,64,1
3,0.98,0.74,16,0
3,0.98,0.74,17,1
3,0.98,0.74,22,0
3,0.98,0.74,38,0
3,0.98,0.74,44,0
3,0.98,0.74,46,1
3,0.98,0.74,47,0
3,0.98,0.74,54,1
3,0.98,0.74,81,1
3,0.98,0.74,85,0
3,0.98,0.74,89,1
3,0.98,0.74,94,0
4,0.36,0.06,5,1
4,0.36,0.06,7,1
4,0.36,0.06,9,1
4,0.36,0.06,32,0
4,0.36,0.06,37,0
4,0.36,0.06,61,0
4,0.36,0.06,92,1
5,0.52,0.07,6,1
5,0.52,0.07,9,1
5,0.52,0.07,21,1
5,0.52,0.07,50,0
5,0.52,0.07,87,0
5,0.52,0.07,92,0
6,0.72,0.11,18,1
6,0.72,0.11,21,0
6,0.72,0.11,45,0
6,0.72,0.11,50,0
6,0.72,0.11,78,0
6,0.72,0.11,87,1
6,0.72,0.11,88,1
6,0.72,0.11,99,0
7,0.36,0.07,5,0
7,0.36,0.07,9,1
7,0.36,0.07,32,0
7,0.36,0.07,61,0
7,0.36,0.07,92,0
8,0.12,0.47,28,1
8,0.12,0.47,36,0
9,0.41,0.11,-,-
10,0.16,0.18,4,1
10,0.16,0.18,7,0
10,0.16,0.18,8,1
10,0.16,0.18,9,1
10,0.16,0.18,14,1
10,0.16,0.18,26,0
10,0.16,0.18,27,0
10,0.16,0.18,56,0
10,0.16,0.18,61,0
10,0.16,0.18,82,1
10,0.16,0.18,95,0
10,0.16,0.18,96,1
11,0.57,0.43,25,0
11,0.57,0.43,34,0
11,0.57,0.43,60,0
11,0.57,0.43,94,0
12,0.73,0.39,1,0
12,0.73,0.39,6,0
12,0.73,0.39,11,0
12,0.73,0.39,19,0
12,0.73,0.39,21,1
12,0.73,0.39,35,0
12,0.73,0.39,39,1
12,0.73,0.39,42,1
12,0.73,0.39,50,1
12,0.73,0.39,52,0
12,0.73,0.39,55,0
12,0.73,0.39,57,1
12,0.73,0.39,60,0
12,0.73,0.39,68,1
12,0.73,0.39,75,1
12,0.73,0.39,78,1
12,0.73,0.39,88,0
12,0.73,0.39,89,0
12,0.73,0.39,91,0
12,0.73,0.39,94,0
12,0.73,0.39,99,0
13,0.26,0.66,8,0
13,0.26,0.66,25,0
13,0.26,0.66,28,0
13,0.26,0.66,34,0
13,0.26,0.66,36,1
13,0.26,0.66,60,0
14,0.05,0.18,8,0
14,0.05,0.18,56,0
14,0.05,0.18,61,0
14,0.05,0.18,95,0
15,0.32,0.56,8,1
15,0.32,0.56,11,0
15,0.32,0.56,13,0
15,0.32,0.56,20,0
15,0.32,0.56,23,0
15,0.32,0.56,25,1
15,0.32,0.56,28,1
15,0.32,0.56,31,1
15,0.32,0.56,34,0
15,0.32,0.56,36,1
15,0.32,0.56,41,1
15,0.32,0.56,48,1
15,0.32,0.56,56,1
15,0.32,0.56,60,0
15,0.32,0.56,65,0
15,0.32,0.56,66,1
15,0.32,0.56,69,0
15,0.32,0.56,70,0
15,0.32,0.56,74,0
15,0.32,0.56,77,1
15,0.32,0.56,80,1
15,0.32,0.56,93,0
15,0.32,0.56,95,0
15,0.32,0.56,96,1
16,0.79,0.80,2,1
16,0.79,0.80,17,1
16,0.79,0.80,22,0
16,0.79,0.80,46,0
16,0.79,0.80,49,0
16,0.79,0.80,59,0
16,0.79,0.80,70,0
16,0.79,0.80,89,1
16,0.79,0.80,94,0
17,0.86,0.83,2,0
17,0.86,0.83,22,1
17,0.86,0.83,46,0
17,0.86,0.83,59,1
17,0.86,0.83,94,1
18,0.93,0.10,-,-
19,0.75,0.21,5,1
19,0.75,0.21,6,0
19,0.75,0.21,11,0
19,0.75,0.21,18,1
19,0.75,0.21,21,1
19,0.75,0.21,32,1
19,0.75,0.21,37,0
19,0.75,0.21,39,1
19,0.75,0.21,42,1
19,0.75,0.21,50,0
19,0.75,0.21,52,1
19,0.75,0.21,57,0
19,0.75,0.21,68,0
19,0.75,0.21,71,1
19,0.75,0.21,75,0
19,0.75,0.21,78,0
19,0.75,0.21,87,1
19,0.75,0.21,88,0
19,0.75,0.21,90,0
19,0.75,0.21,92,0
19,0.75,0.21,99,0
20,0.45,0.58,11,0
20,0.45,0.58,13,0
20,0.45,0.58,25,0
20,0.45,0.58,31,1
20,0.45,0.58,34,1
20,0.45,0.58,49,1
20,0.45,0.58,60,0
20,0.45,0.58,66,0
20,0.45,0.58,70,0
20,0.45,0.58,77,0
20,0.45,0.58,96,1
21,0.60,0.31,9,0
21,0.60,0.31,11,0
21,0.60,0.31,34,0
21,0.60,0.31,60,0
21,0.60,0.31,88,1
22,0.97,0.77,46,0
22,0.97,0.77,94,1
23,0.12,0.73,0,1
23,0.12,0.73,8,1
23,0.12,0.73,13,1
23,0.12,0.73,25,1
23,0.12,0.73,28,1
23,0.12,0.73,36,1
23,0.12,0.73,41,0
23,0.12,0.73,65,0
23,0.12,0.73,66,1
23,0.12,0.73,74,0
23,0.12,0.73,95,0
23,0.12,0.73,97,0
24,0.54,0.01,4,1
24,0.54,0.01,5,0
24,0.54,0.01,6,1
24,0.54,0.01,7,0
24,0.54,0.01,9,0
24,0.54,0.01,19,0
24,0.54,0.01,27,1
24,0.54,0.01,32,1
24,0.54,0.01,37,0
24,0.54,0.01,42,1
24,0.54,0.01,71,1
24,0.54,0.01,87,1
24,0.54,0.01,90,0
24,0.54,0.01,92,1
25,0.31,0.52,8,1
25,0.31,0.52,28,0
25,0.31,0.52,36,1
26,0.24,0.22,4,1
26,0.24,0.22,7,0
26,0.24,0.22,8,1
26,0.24,0.22,9,1
26,0.24,0.22,14,0
26,0.24,0.22,27,1
26,0.24,0.22,42,1
26,0.24,0.22,56,1
26,0.24,0.22,61,1
26,0.24,0.22,82,1
26,0.24,0.22,90,1
26,0.24,0.22,92,1
26,0.24,0.22,95,0
26,0.24,0.22,96,0
27,0.35,0.12,4,0
27,0.35,0.12,5,1
27,0.35,0.12,7,0
27,0.35,0.12,9,1
27,0.35,0.12,32,1
27,0.35,0.12,37,0
27,0.35,0.12,56,1
27,0.35,0.12,61,0
27,0.35,0.12,92,1
27,0.35,0.12,96,0
28,0.07,0.65,-,-
29,0.55,0.57,11,0
29,0.55,0.57,12,1
29,0.55,0.57,15,0
29,0.55,0.57,20,1
29,0.55,0.57,21,0
29,0.55,0.57,25,1
29,0.55,0.57,31,1
29,0.55,0.57,33,1
29,0.55,0.57,34,1
29,0.55,0.57,35,1
29,0.55,0.57,39,1
29,0.55,0.57,48,1
29,0.55,0.57,49,0
29,0.55,0.57,51,0
29,0.55,0.57,55,0
29,0.55,0.57,60,1
29,0.55,0.57,69,1
29,0.55,0.57,70,0
29,0.55,0.57,77,1
29,0.55,0.57,83,1
29,0.55,0.57,86,0
29,0.55,0.57,91,1
29,0.55,0.57,93,1
29,0.55,0.57,94,1
29,0.55,0.57,98,0
30,0.51,0.98,2,0
30,0.51,0.98,49,0
30,0.51,0.98,59,1
30,0.51,0.98,64,1
31,0.49,0.78,2,0
31,0.49,0.78,13,1
31,0.49,0.78,30,1
31,0.49,0.78,34,0
31,0.49,0.78,49,0
31,0.49,0.78,59,1
31,0.49,0.78,64,0
31,0.49,0.78,70,1
31,0.49,0.78,77,0
32,0.54,0.05,5,1
32,0.54,0.05,6,0
32,0.54,0.05,9,1
32,0.54,0.05,21,0
32,0.54,0.05,50,0
32,0.54,0.05,87,0
32,0.54,0.05,88,0
32,0.54,0.05,92,1
33,0.43,0.48,11,0
33,0.43,0.48,13,0
33,0.43,0.48,15,1
33,0.43,0.48,20,0
33,0.43,0.48,21,0
33,0.43,0.48,25,0
33,0.43,0.48,34,1
33,0.43,0.48,35,0
33,0.43,0.48,39,0
33,0.43,0.48,48,0
33,0.43,0.48,51,0
33,0.43,0.48,55,1
33,0.43,0.48,56,1
33,0.43,0.48,60,0
33,0.43,0.48,66,0
33,0.43,0.48,69,0
33,0.43,0.48,70,0
33,0.43,0.48,77,0
33,0.43,0.48,83,0
33,0.43,0.48,91,0
33,0.43,0.48,93,1
33,0.43,0.48,95,1
33,0.43,0.48,96,0
34,0.39,0.51,8,0
34,0.39,0.51,25,0
34,0.39,0.51,60,1
35,0.63,0.52,11,1
35,0.63,0.52,20,1
35,0.63,0.52,21,0
35,0.63,0.52,31,1
35,0.63,0.52,34,1
35,0.63,0.52,52,1
35,0.63,0.52,60,0
35,0.63,0.52,68,1
35,0.63,0.52,70,0
35,0.63,0.52,77,0
35,0.63,0.52,94,0
36,0.18,0.74,28,1
37,0.63,0.09,5,1
37,0.63,0.09,6,0
37,0.63,0.09,7,1
37,0.63,0.09,9,1
37,0.63,0.09,21,0
37,0.63,0.09,32,1
37,0.63,0.09,50,0
37,0.63,0.09,52,1
37,0.63,0.09,78,0
37,0.63,0.09,87,1
37,0.63,0.09,88,0
37,0.63,0.09,92,0
37,0.63,0.09,99,0
38,0.87,0.71,16,1
38,0.87,0.71,17,0
38,0.87,0.71,22,1
38,0.87,0.71,44,1
38,0.87,0.71,46,0
38,0.87,0.71,89,1
38,0.87,0.71,94,0
39,0.64,0.46,11,1
39,0.64,0.46,20,0
39,0.64,0.46,21,1
39,0.64,0.46,34,0
39,0.64,0.46,35,0
39,0.64,0.46,50,0
39,0.64,0.46,52,1
39,0.64,0.46,60,1
39,0.64,0.46,68,0
39,0.64,0.46,70,1
39,0.64,0.46,77,0
39,0.64,0.46,78,0
39,0.64,0.46,94,0
40,0.10,0.32,8,0
40,0.10,0.32,10,1
40,0.10,0.32,14,1
40,0.10,0.32,25,1
40,0.10,0.32,26,1
40,0.10,0.32,56,0
40,0.10,0.32,58,1
40,0.10,0.32,61,0
40,0.10,0.32,73,1
40,0.10,0.32,74,1
40,0.10,0.32,82,0
40,0.10,0.32,95,1
40,0.10,0.32,96,0
41,0.16,0.80,0,1
41,0.16,0.80,13,0
41,0.16,0.80,28,0
41,0.16,0.80,36,0
41,0.16,0.80,64,1
41,0.16,0.80,65,1
41,0.16,0.80,66,0
41,0.16,0.80,74,0
41,0.16,0.80,97,0
42,0.52,0.19,4,0
42,0.52,0.19,5,0
42,0.52,0.19,6,1
42,0.52,0.19,7,1
42,0.52,0.19,9,0
42,0.52,0.19,11,1
42,0.52,0.19,21,0
42,0.52,0.19,27,1
42,0.52,0.19,32,1
42,0.52,0.19,37,0
42,0.52,0.19,39,0
42,0.52,0.19,50,0
42,0.52,0.19,52,1
42,0.52,0.19,60,0
42,0.52,0.19,71,1
42,0.52,0.19,87,0
42,0.52,0.19,88,0
42,0.52,0.19,90,1
42,0.52,0.19,92,1
42,0.52,0.19,96,0
43,0.72,0.99,2,1
43,0.72,0.99,16,1
43,0.72,0.99,17,1
43,0.72,0.99,30,1
43,0.72,0.99,44,0
43,0.72,0.99,46,1
43,0.72,0.99,47,0
43,0.72,0.99,49,0
43,0.72,0.99,54,0
43,0.72,0.99,59,0
43,0.72,0.99,63,0
43,0.72,0.99,81,0
43,0.72,0.99,85,0
43,0.72,0.99,86,0
43,0.72,0.99,98,0
44,0.90,0.84,2,1
44,0.90,0.84,16,1
44,0.90,0.84,17,1
44,0.90,0.84,22,0
44,0.90,0.84,46,1
44,0.90,0.84,59,1
44,0.90,0.84,89,1
44,0.90,0.84,94,0
45,0.97,0.00,18,1
45,0.97,0.00,99,0
46,0.86,0.74,94,0
47,0.86,0.94,2,1
47,0.86,0.94,16,1
47,0.86,0.94,17,1
47,0.86,0.94,22,0
47,0.86,0.94,38,0
47,0.86,0.94,44,1
47,0.86,0.94,46,0
47,0.86,0.94,59,1
47,0.86,0.94,63,1
47,0.86,0.94,81,0
47,0.86,0.94,85,1
47,0.86,0.94,98,0
48,0.30,0.64,8,0
48,0.30,0.64,13,0
48,0.30,0.64,20,0
48,0.30,0.64,23,1
48,0.30,0.64,25,1
48,0.30,0.64,28,0
48,0.30,0.64,31,1
48,0.30,0.64,34,1
48,0.30,0.64,36,0
48,0.30,0.64,41,0
