r = 0.2,upperCap = 2
NodeID,X,Y,EdgeTo,Capacity
0,0.66,0.46,11,1
0,0.66,0.46,21,1
0,0.66,0.46,57,1
0,0.66,0.46,73,2
0,0.66,0.46,92,2
1,0.39,0.89,-,-
2,0.75,0.36,0,0
2,0.75,0.36,9,0
2,0.75,0.36,11,0
2,0.75,0.36,21,1
2,0.75,0.36,32,1
2,0.75,0.36,57,0
2,0.75,0.36,72,2
2,0.75,0.36,73,2
2,0.75,0.36,89,2
2,0.75,0.36,95,0
3,0.48,0.49,0,2
3,0.48,0.49,11,2
3,0.48,0.49,14,1
3,0.48,0.49,16,0
3,0.48,0.49,49,2
3,0.48,0.49,79,2
3,0.48,0.49,80,0
3,0.48,0.49,87,2
3,0.48,0.49,94,1
3,0.48,0.49,96,0
4,0.11,0.25,51,0
4,0.11,0.25,55,2
4,0.11,0.25,84,1
5,0.27,0.56,6,1
5,0.27,0.56,14,1
5,0.27,0.56,35,1
5,0.27,0.56,36,1
5,0.27,0.56,40,1
5,0.27,0.56,59,2
5,0.27,0.56,64,0
5,0.27,0.56,79,0
5,0.27,0.56,81,2
5,0.27,0.56,86,0
5,0.27,0.56,96,2
6,0.19,0.49,14,2
6,0.19,0.49,36,2
6,0.19,0.49,40,2
6,0.19,0.49,53,2
6,0.19,0.49,81,2
6,0.19,0.49,84,1
6,0.19,0.49,86,2
7,0.86,0.67,10,2
7,0.86,0.67,70,2
7,0.86,0.67,74,2
7,0.86,0.67,92,1
8,0.59,0.23,56,1
8,0.59,0.23,57,0
8,0.59,0.23,72,0
8,0.59,0.23,73,1
8,0.59,0.23,78,2
8,0.59,0.23,98,1
9,0.88,0.51,7,2
9,0.88,0.51,21,1
9,0.88,0.51,43,0
9,0.88,0.51,70,2
9,0.88,0.51,74,2
9,0.88,0.51,89,1
9,0.88,0.51,92,0
10,0.88,0.72,70,0
10,0.88,0.72,74,0
11,0.59,0.45,21,0
11,0.59,0.45,57,0
11,0.59,0.45,73,2
12,0.71,0.58,0,1
12,0.71,0.58,7,0
12,0.71,0.58,9,2
12,0.71,0.58,11,2
12,0.71,0.58,21,2
12,0.71,0.58,70,1
12,0.71,0.58,80,2
12,0.71,0.58,87,0
12,0.71,0.58,92,2
12,0.71,0.58,94,2
13,0.31,0.46,3,2
13,0.31,0.46,5,2
13,0.31,0.46,6,2
13,0.31,0.46,14,1
13,0.31,0.46,16,0
13,0.31,0.46,35,2
13,0.31,0.46,40,2
13,0.31,0.46,50,0
13,0.31,0.46,67,2
13,0.31,0.46,75,2
13,0.31,0.46,79,1
13,0.31,0.46,96,0
14,0.38,0.43,40,1
14,0.38,0.43,67,2
14,0.38,0.43,75,0
14,0.38,0.43,96,0
15,0.93,0.09,52,1
15,0.93,0.09,93,2
16,0.44,0.44,11,2
16,0.44,0.44,14,2
16,0.44,0.44,40,1
16,0.44,0.44,67,0
16,0.44,0.44,75,1
16,0.44,0.44,96,2
17,0.20,0.01,55,2
17,0.20,0.01,66,1
18,0.43,0.44,3,2
18,0.43,0.44,5,1
18,0.43,0.44,11,2
18,0.43,0.44,13,1
18,0.43,0.44,14,0
18,0.43,0.44,16,2
18,0.43,0.44,40,1
18,0.43,0.44,45,0
18,0.43,0.44,67,0
18,0.43,0.44,75,2
18,0.43,0.44,79,2
18,0.43,0.44,96,2
19,0.17,0.88,31,2
19,0.17,0.88,88,0
19,0.17,0.88,91,0
20,0.63,0.04,8,2
20,0.63,0.04,33,1
20,0.63,0.04,56,1
20,0.63,0.04,93,1
20,0.63,0.04,98,0
21,0.74,0.42,73,2
22,0.39,0.17,23,0
22,0.39,0.17,30,2
22,0.39,0.17,33,1
22,0.39,0.17,41,0
22,0.39,0.17,56,0
22,0.39,0.17,67,2
22,0.39,0.17,75,0
22,0.39,0.17,78,0
23,0.25,0.05,17,0
23,0.25,0.05,55,1
23,0.25,0.05,66,2
24,0.01,0.90,19,2
24,0.01,0.90,31,2
24,0.01,0.90,91,0
