r = 0.2,upperCap = 50
NodeID,X,Y,EdgeTo,Capacity
0,0.66,0.46,87,3
0,0.66,0.46,125,20
0,0.66,0.46,165,11
1,0.39,0.89,69,3
1,0.39,0.89,97,20
1,0.39,0.89,122,29
1,0.39,0.89,162,6
1,0.39,0.89,184,20
2,0.75,0.36,0,15
2,0.75,0.36,9,35
2,0.75,0.36,11,19
2,0.75,0.36,26,11
2,0.75,0.36,32,24
2,0.75,0.36,57,34
2,0.75,0.36,71,37
2,0.75,0.36,72,42
2,0.75,0.36,73,23
2,0.75,0.36,100,12
2,0.75,0.36,106,46
2,0.75,0.36,108,27
2,0.75,0.36,115,6
2,0.75,0.36,120,35
2,0.75,0.36,138,28
2,0.75,0.36,143,19
2,0.75,0.36,157,15
2,0.75,0.36,159,49
2,0.75,0.36,165,45
2,0.75,0.36,166,19
2,0.75,0.36,174,30
2,0.75,0.36,199,6
3,0.48,0.49,0,24
3,0.48,0.49,16,42
3,0.48,0.49,18,46
3,0.48,0.49,87,46
3,0.48,0.49,171,27
4,0.11,0.25,37,4
4,0.11,0.25,139,40
4,0.11,0.25,177,37
4,0.11,0.25,195,44
5,0.27,0.56,6,18
5,0.27,0.56,14,9
5,0.27,0.56,18,34
5,0.27,0.56,35,5
5,0.27,0.56,36,23
5,0.27,0.56,40,2
5,0.27,0.56,59,6
5,0.27,0.56,64,16
5,0.27,0.56,86,15
5,0.27,0.56,96,2
5,0.27,0.56,101,37
5,0.27,0.56,110,24
5,0.27,0.56,121,21
5,0.27,0.56,135,7
5,0.27,0.56,155,26
5,0.27,0.56,160,29
5,0.27,0.56,188,40
5,0.27,0.56,192,29
6,0.19,0.49,50,25
6,0.19,0.49,86,12
6,0.19,0.49,155,42
6,0.19,0.49,192,48
7,0.86,0.67,9,14
7,0.86,0.67,12,46
7,0.86,0.67,25,43
7,0.86,0.67,70,47
7,0.86,0.67,74,23
7,0.86,0.67,82,6
7,0.86,0.67,92,49
7,0.86,0.67,125,49
7,0.86,0.67,127,44
7,0.86,0.67,147,44
7,0.86,0.67,149,3
7,0.86,0.67,152,27
7,0.86,0.67,163,47
7,0.86,0.67,181,45
8,0.59,0.23,33,43
8,0.59,0.23,56,30
8,0.59,0.23,98,37
8,0.59,0.23,108,16
8,0.59,0.23,161,21
8,0.59,0.23,166,37
8,0.59,0.23,199,46
9,0.88,0.51,12,48
9,0.88,0.51,26,49
9,0.88,0.51,43,32
9,0.88,0.51,58,37
9,0.88,0.51,70,1
9,0.88,0.51,71,41
9,0.88,0.51,82,3
9,0.88,0.51,92,8
9,0.88,0.51,115,3
9,0.88,0.51,120,13
9,0.88,0.51,125,12
9,0.88,0.51,143,30
9,0.88,0.51,149,50
9,0.88,0.51,152,43
9,0.88,0.51,157,14
9,0.88,0.51,159,13
9,0.88,0.51,163,40
9,0.88,0.51,164,3
9,0.88,0.51,165,1
10,0.88,0.72,7,10
10,0.88,0.72,25,24
10,0.88,0.72,70,7
10,0.88,0.72,74,17
10,0.88,0.72,92,48
10,0.88,0.72,127,2
10,0.88,0.72,147,17
10,0.88,0.72,149,28
10,0.88,0.72,152,18
10,0.88,0.72,163,41
10,0.88,0.72,167,15
10,0.88,0.72,181,40
11,0.59,0.45,0,35
11,0.59,0.45,3,40
11,0.59,0.45,12,39
11,0.59,0.45,16,26
11,0.59,0.45,18,27
11,0.59,0.45,57,17
11,0.59,0.45,72,8
11,0.59,0.45,87,38
11,0.59,0.45,94,47
11,0.59,0.45,100,42
11,0.59,0.45,108,23
11,0.59,0.45,115,12
11,0.59,0.45,125,13
11,0.59,0.45,138,43
11,0.59,0.45,148,39
11,0.59,0.45,165,49
11,0.59,0.45,171,21
11,0.59,0.45,199,28
12,0.71,0.58,0,23
12,0.71,0.58,70,25
12,0.71,0.58,87,35
12,0.71,0.58,94,2
12,0.71,0.58,125,7
12,0.71,0.58,127,20
12,0.71,0.58,165,2
13,0.31,0.46,3,41
13,0.31,0.46,5,30
13,0.31,0.46,6,29
13,0.31,0.46,14,12
13,0.31,0.46,16,38
13,0.31,0.46,18,50
13,0.31,0.46,35,43
13,0.31,0.46,40,50
13,0.31,0.46,50,39
13,0.31,0.46,67,42
13,0.31,0.46,75,49
13,0.31,0.46,96,17
13,0.31,0.46,109,34
13,0.31,0.46,121,17
13,0.31,0.46,135,21
13,0.31,0.46,146,28
13,0.31,0.46,155,4
13,0.31,0.46,171,29
13,0.31,0.46,191,38
13,0.31,0.46,192,20
13,0.31,0.46,198,12
14,0.38,0.43,3,31
14,0.38,0.43,6,46
14,0.38,0.43,16,27
14,0.38,0.43,18,15
14,0.38,0.43,67,36
14,0.38,0.43,75,35
14,0.38,0.43,135,45
14,0.38,0.43,148,48
14,0.38,0.43,161,15
14,0.38,0.43,171,40
14,0.38,0.43,192,15
15,0.93,0.09,28,27
15,0.93,0.09,52,42
15,0.93,0.09,77,15
15,0.93,0.09,93,37
15,0.93,0.09,102,7
15,0.93,0.09,114,31
15,0.93,0.09,117,12
15,0.93,0.09,129,37
15,0.93,0.09,130,22
15,0.93,0.09,154,23
15,0.93,0.09,174,30
16,0.44,0.44,-,-
17,0.20,0.01,23,5
17,0.20,0.01,62,14
17,0.20,0.01,66,6
17,0.20,0.01,113,39
17,0.20,0.01,116,24
17,0.20,0.01,139,9
17,0.20,0.01,140,9
17,0.20,0.01,169,24
17,0.20,0.01,177,17
